groupIDs,roomName,RoleName,userIDs,content,m_experimental_testing,m_making_design_choices,m_asking_questions,j_customer_consultants_requests,j_performance_parameters_requirements,j_communication,OutcomeScore,wordCount
4c,Graphing Surfactant Data,Mentor,63,"I posted another notebook entry from my old internship in the shared space. In my internship we studied control sensors and power sources, but you're looking at surfactants. Nevertheless, you're welcome to use the example to model your own response after.",1,0,0,0,0,0,4,41
4c,Graphing Surfactant Data,Mentor,63,Your notebook has not been received. The deadline will pass shortly. Please submit your deliverable now so that you can stay on schedule.,0,0,0,0,0,1,4,23
4c,Graphing Surfactant Data,Player,79,none of your examples actually appear in the shared space,0,0,0,0,0,0,3,10
4c,Graphing Surfactant Data,Player,79,^was meant to be @Maria,0,0,0,0,0,0,3,5
4c,Reflection team discussion of surfactants,Mentor,63,"I'm posting a quick write-up from a meeting at my mechanical engineering internship in the shared space. As you can see, you don't need to spend too much time on this, but you do need to provide the necessary information. Based on meetings I've had with Alex, I know he'd like to see something like this as well.",0,0,0,0,0,1,4,58
4c,Reflection team discussion of surfactants,Player,79,"Once again, nothing actually shows up in the shared space from you",0,0,0,0,0,0,3,12
4c,Reflection team discussion of surfactants,Player,79,yeah I don't see anything from Darren either,0,0,0,0,0,0,3,8
4c,Reflection team discussion of surfactants,Player,76,Can we start this meeting now?,0,0,1,0,0,0,2,6
4c,Reflection team discussion of surfactants,Player,75,"Sure, I'm in here",0,0,0,0,0,0,4,4
4c,Reflection team discussion of surfactants,Player,77,yeah,0,0,0,0,0,0,2,1
4c,Reflection team discussion of surfactants,Player,76,What did you guys think about this last weeks data?,0,0,1,0,0,0,2,10
4c,Reflection team discussion of surfactants,Mentor,63,Let's begin our meeting. I'd like to hear from everyone. ,0,0,0,0,0,0,4,10
4c,Reflection team discussion of surfactants,Player,75,Can you tell me where are the example notebooks?,0,0,1,0,0,0,4,9
4c,Reflection team discussion of surfactants,Player,79,I chose the hydrophilic surfactant due to low cost and high reliability. And I felt marketability wasn't an issue as that can change.,0,1,0,0,1,0,3,23
4c,Reflection team discussion of surfactants,Player,76,"I think that the Hydrophilic surfactant is really really reliable and I agree, the marketability can change quickly.",0,0,0,0,0,0,2,18
4c,Reflection team discussion of surfactants,Player,75,Well I chose Negative charge surfactant,0,1,0,0,0,0,4,6
4c,Reflection team discussion of surfactants,Player,75,As it is the average one for the reliability and the marketing cost,0,0,0,0,0,0,4,13
4c,Reflection team discussion of surfactants,Mentor,63,"Based on your surfactant graph, how did the surfactants perform relative to one another?",0,0,1,0,1,0,4,14
4c,Reflection team discussion of surfactants,Player,79,all 4 surfactants seem to be relatively equal when looking at categories as a whole,0,0,0,0,0,0,3,15
4c,Reflection team discussion of surfactants,Player,77,I picked the steric hindering surfactant since it was fairly reliable and had low blood cell reactivity. cost might be high but is was very marketable,0,1,0,0,1,0,2,26
4c,Reflection team discussion of surfactants,Player,79,"obviously having sharply different values in certain categories, but if you add up the values across the categories I'd imagine they'd come out equal",0,0,0,0,0,0,3,24
4c,Reflection team discussion of surfactants,Player,79,yes,0,0,0,0,0,0,3,1
4c,Reflection team discussion of surfactants,Player,77,yes,0,0,0,0,0,0,2,1
4c,Reflection team discussion of surfactants,Player,75,"Surfactants are varied from Reliability, Marketability, Blood Cell Reactivity and the cost, but flux is same for all surfactants",0,0,0,0,0,0,4,19
4c,Reflection team discussion of surfactants,Mentor,63,How did you choose the best surfactant?,0,1,1,0,0,0,4,7
4c,Reflection team discussion of surfactants,Player,75,"I'm totally agree with Maria's saying, we can't use perfect surfactant",0,0,0,0,0,0,4,11
4c,Reflection team discussion of surfactants,Player,79,"I looked at which categories (ie blood reactivity, reliability) were more important, and gave more weight to surfactants high in those areas",0,0,0,0,0,0,3,22
4c,Reflection team discussion of surfactants,Player,76,"There is no clear winner but I think Hydropholic and Biological both hold a lot of ground depending on the situation of the patient. If the patient needs a long lasting solution, then hydropholic might be the best choice. If infection is a huge issue, then biological might be whats right.",0,0,0,0,0,0,2,51
4c,Reflection team discussion of surfactants,Player,75,"If choose Hydrophilic surfactan, it has the most reliablity, bilogical one has the most blood cell reactivity.",0,1,0,0,0,0,4,17
4c,Reflection team discussion of surfactants,Player,75,but the thing is cost is increasing when the patient chooses the hydrophilic surfactant,0,1,0,0,0,0,4,14
4c,Reflection team discussion of surfactants,Player,75,"sorry, it's wrong. cost is high in biological one, not the hydrophilic one",0,0,0,0,0,0,4,13
4c,Reflection team discussion of surfactants,Player,79,yeah,0,0,0,0,0,0,3,1
4c,Reflection team discussion of surfactants,Player,75,yep,0,0,0,0,0,0,4,1
4c,Reflection team discussion of surfactants,Mentor,63,What should your team's next step be?,0,1,1,0,0,0,4,7
4c,Reflection team discussion of surfactants,Player,75,Choosing surfactant can be varied into patients' situations also.,0,0,0,0,0,0,4,9
4c,Reflection team discussion of surfactants,Player,79,see if it actually sells or not,0,0,0,0,0,0,3,7
4c,Reflection team discussion of surfactants,Player,76,Contact a medical professional to understand his opinion and also the needs of most patients. A second opinion might be very helpful,0,0,0,0,0,0,2,22
4c,Reflection team discussion of surfactants,Player,77,I agree with JOshua,0,0,0,0,0,0,2,4
4c,Reflection team discussion of surfactants,Player,76,"Maria, is that possible?",0,0,1,0,0,0,2,4
4c,Reflection team discussion of surfactants,Player,75,"Yeah, we have to know which one has most demand from the patients,",0,0,0,0,0,0,4,13
4c,Reflection team discussion of surfactants,Player,76,"Okay that is very understandable, do you guys like hydropholic the best because of its reliablily?",0,0,1,0,1,0,2,16
4c,Reflection team discussion of surfactants,Player,79,yeah,0,0,0,0,0,0,3,1
4c,Reflection team discussion of surfactants,Player,77,sure,0,0,0,0,0,0,2,1
4c,Reflection team discussion of surfactants,Player,75,sure,0,0,0,0,0,0,4,1
4c,Reflection team discussion of surfactants,Player,76,"Okay cool, would our next step be small scale market testing?",0,0,1,0,0,0,2,11
4c,Reflection team discussion of surfactants,Player,79,"I would say so, yes",0,1,0,0,0,0,3,5
4c,Reflection team discussion of surfactants,Player,75,yes,0,0,0,0,0,0,4,1
4c,Reflection team discussion of surfactants,Player,76,"Alright. Maria, I am not really grasping this discussion, are we going to receive data based on our decision?",0,0,1,0,0,0,2,19
4c,Reflection team discussion of surfactants,Player,76,Yes that should be done. More research should be done for the design.,0,1,0,0,0,0,2,13
4c,Reflection team discussion of surfactants,Player,77,"yeah that makes, then we can find out which membrane works best with our chosen surfactant",0,1,0,0,0,0,2,16
4c,Reflection team discussion of surfactants,Player,75,"yeah exactly, after the design, we have to test it",0,0,0,0,0,0,4,10
4c,Reflection team discussion of surfactants,Player,76,"Exactly. Let's see if the second opinion is viable, but in the mean time it's back to the lab.",0,0,0,0,0,0,2,19
4c,Reflection team discussion of surfactants,Player,75,what do you mean by second opinion?,0,0,1,0,0,0,4,7
4c,Reflection team discussion of surfactants,Player,76,Asking a medical professional about usual patient's needs.,0,0,0,0,0,0,2,8
4c,Reflection team discussion of surfactants,Player,75,Ok got it,0,0,0,0,0,0,4,3
4c,Reflection team discussion of surfactants,Player,77,okay so is our discussion over then?,0,0,1,0,0,0,2,7
4c,Reflection team discussion of surfactants,Player,75,"For that, we have to collect data like asking patients' needs from a professional doctor, then we have analyze properly, after that we can create a model, then test it, if the test result is not good, we have to do it again",0,0,0,0,0,0,4,43
4c,Reflection team discussion of surfactants,Mentor,63,"Well, we are out of time for our meeting.",0,0,0,0,0,0,4,9
4c,Reflection team discussion of surfactants,Mentor,63,Good discussion today! Don't forget to complete and submit your notebook.,0,0,0,0,0,0,4,11
4c,Summarize internal consultant requirements,Player,78,Sincerest apologies for missing the meeting. I read through the discussion and agree that the hydrophilic surfactant is the best option. I am looking forward to our next meeting and working with all of you.,0,0,0,0,1,0,5,35
4c,Summarize internal consultant requirements,Mentor,63,"At Nephrotex, we have internal consultants who are experts in their fields.",0,0,0,0,0,0,4,12
4c,Summarize internal consultant requirements,Mentor,63,Let me know if you have any questions about their requirements for membrane design.,0,0,0,0,0,0,4,14
4c,Summarize internal consultant requirements,Mentor,63,You probably want to check their staff pages for more information too.,0,0,0,0,0,0,4,12
4c,Summarize internal consultant requirements,Mentor,63,Once you've submitted a notebook please assist your teammates who haven't completed the deliverable yet while you wait for the next task. You should also try to complete any outstanding notebooks that still need revisions. Any extra time you have should be spent working on your final presentation. The outline you're expected to follow for your presentations  is located in the resources section of workpro. Now would be a good time to research on the current state of dialysis technology.,0,1,0,0,0,0,4,80
4c,Summarize internal consultant requirements,Player,79,I've posted my internal consultant notebook entry in the shared space. Let me know if yall need help,0,0,0,0,0,0,3,18
4c,Choose consultants to analyze,Mentor,63,"Your goal here is to understand how, given a particular material, the different design parameters affect the attributes of the prototype.",0,0,0,0,0,0,4,21
4c,Choose consultants to analyze,Mentor,63,Alex wants you to figure out which design choices the different internal consultants will favor assuming we were to use your team's material.,0,0,0,0,0,0,4,23
4c,Choose consultants to analyze,Mentor,63,"As an intern, I had to describe how certain inputs influence outputs. I've posted my write-up in the shared space for your reference.",0,0,0,0,0,0,4,23
4c,Choose consultants to analyze,Player,79,"It says to investigate ""PSF"", not any specific material",0,0,0,0,0,0,3,9
4c,Choose consultants to analyze,Player,78,"I am still not able to view anything you post in the shared space, Maria",0,0,0,0,0,0,5,15
4c,Choose consultants to analyze,Player,79,^same,0,0,0,0,0,0,3,1
4c,Choose consultants to analyze,Player,79,"there's just our assignments that we've posted, not anyone else",0,0,0,0,0,0,3,10
4c,Choose consultants to analyze,Player,78,does anyone have a preference for which consultant they use?,0,0,1,0,0,0,5,10
4c,Choose consultants to analyze,Player,79,"What exactly are we supposed to do for this assignment? The directions sent to us don't make sense. It says to investigate ""PSF"" - what is that?",0,0,1,0,0,0,3,27
4c,Choose consultants to analyze,Player,78,I can do Alan DuChamp,0,0,0,0,0,0,5,5
4c,Choose consultants to analyze,Player,78,"If you go to ""Resources"" and scroll through there is information about PSF (look on the left hand side)",0,0,0,0,1,0,5,19
4c,Choose consultants to analyze,Player,79,oh. thanks,0,0,0,0,0,0,3,2
4c,Choose consultants to analyze,Player,76,I would like Padma Rao,0,0,0,0,0,0,2,5
4c,Choose consultants to analyze,Player,77,I'll do Rudy Hernandez,0,0,0,0,0,0,2,4
4c,Choose consultants to analyze,Player,79,I'll do Wayne Anderson,0,0,0,0,0,0,3,4
4c,Choose consultants to analyze,Player,75,How did you find those names?,0,0,1,0,0,0,4,6
4c,Choose consultants to analyze,Player,75,I'm struggling to see them!!,0,0,0,0,0,0,4,5
4c,Choose consultants to analyze,Player,79,from the previous notebook thing,0,0,0,0,0,0,3,5
4c,Choose consultants to analyze,Player,75,Ok,0,0,0,0,0,0,4,1
4c,Choose consultants to analyze,Player,75,Then I'll do Michelle Proctor,0,0,0,0,0,0,4,5
4c,Choose consultants to analyze,Player,78,What should we put in the works cited area since we are just collecting data from what is provided?,0,1,1,0,0,0,5,19
4c,Choose consultants to analyze,Player,79,probly just use info from the main page of the report on psf/nanotube blends,0,0,0,0,0,0,3,14
4c,Choose consultants to analyze,Player,78,"So for instance ""Enhancement of PSF Membrane Performance via CNT Dispersion"" would be acceptable?",0,0,1,0,1,0,5,14
4c,Choose consultants to analyze,Player,78,Never mind. I found the recommended citation.,0,0,0,0,0,0,5,7
4c,Choose consultants to analyze,Player,78,how do we answer the effect of the manufacturing process?,0,0,1,0,0,0,5,10
4c,Choose consultants to analyze,Player,79,"kinda hard to explain, you can look at mine in the shared space",0,0,0,0,0,0,3,13
